,BC07_tumor,BC07,BC08_tumor,BC08,BC09_tumor,BC09,BC10_tumor,BC10
Epas1,68,25,1004,29,129,39,353,75
Tmem247,0,0,0,0,0,0,0,0
Atp6v1e2,0,1,0,0,0,1,0,0
Gm57642,0,0,0,0,0,3,0,1
Rhoq,1065,1212,2103,1792,2929,1153,2240,1441
Pigf,188,174,192,170,300,319,144,238
Cript,256,271,310,220,295,281,230,304
Socs5,1650,1625,2334,1230,1505,1608,1731,2553
Mcfd2,993,938,2531,991,1631,1002,1574,1327
Ttc7,1280,1027,899,471,718,580,700,815
Stpg4,0,0,0,2,0,1,0,0
Calm2,6765,6907,7250,6339,6201,6303,6142,7651
Epcam,42,24,92,11,99,23,16,4
Msh2,1527,1561,679,1552,1810,1466,974,1656
Kcnk12,8,9,30,3,8,1,51,17
Msh6,1882,2253,1258,2028,2481,2637,1424,2664
Fbxo11,963,1344,1617,1400,2218,1779,1482,1965
Gm4832,0,2,0,0,11,1,2,0
Foxn2,808,932,886,813,1490,1385,750,1330
Ppp1r21,454,417,540,635,699,646,550,775
Ston1,1289,1327,3656,1746,3183,2505,3757,3437
Gtf2a1l,1,3,0,2,1,3,1,0
Lhcgr,0,0,0,0,0,0,0,0
Fshr,0,0,0,0,0,0,0,0
Nrxn1,0,3,5,2,0,5,2,0
Adcyap1,0,1,0,0,0,0,0,0
Mettl4,870,912,451,795,644,745,421,675
Gm20939,67,44,47,89,60,79,88,100
Vmn1r238,0,0,0,0,0,0,0,0
Crem,70,85,130,120,188,82,166,108
Cul2,964,1327,1068,1292,1332,1410,1022,1602
Bambi,254,471,214,254,265,208,196,246
Lyzl1,0,0,0,0,0,0,0,0
Map3k8,182,63,142,30,113,34,96,16
Mtpap,668,778,559,769,872,778,630,928
Jcad,1119,1309,1413,757,866,756,1248,1607
Svil,1604,1150,1616,1188,1027,576,1145,1374
Zfp438,98,79,54,90,90,62,75,118
Zeb1,982,924,1439,577,1349,685,1314,918
Arhgap12,319,466,427,306,753,524,484,785
Kif5b,3456,4616,6455,4367,5866,6680,5331,8218
Epc1,633,602,475,759,558,658,445,780
4921524L21Rik,0,0,0,0,0,0,0,0
Rab18,1638,2085,2341,2300,2375,1944,2185,2505
Mkx,151,196,105,208,189,43,106,40
Odad2,0,1,0,0,0,0,0,1
Mpp7,209,213,206,133,368,382,144,109
Wac,2096,2449,2185,2378,2890,2784,2115,3367
Fzd8,59,24,569,264,183,188,339,567
Gjd4,0,0,0,0,0,0,0,0
Ccny,1462,1938,1731,1696,1992,1796,1640,2255
Gm46616,0,1,0,0,0,0,1,1
Cetn1,0,0,0,0,0,0,0,0
Colec12,2289,3196,3410,1908,2317,1868,3042,3427
LOC118568368,0,1,0,0,0,2,0,0
Thoc1,829,945,784,942,1028,1364,833,1413
Usp14,2014,2594,2344,2201,2267,2951,2697,4318
Rock1,1206,1572,2287,1633,1710,1937,1427,2215
Greb1l,287,566,223,362,93,140,101,210
Esco1,436,492,341,383,479,571,327,445
Snrpd1,1381,1530,1033,1381,1293,1645,989,1928
Abhd3,10,16,21,12,20,13,8,7
Mib1,2503,3378,2422,3359,3265,3417,2308,4448
Gata6,45,42,591,148,888,1379,442,427
Rbbp8,628,713,633,718,819,903,706,1280
Cables1,266,285,57,60,73,21,47,78
Tmem241,124,75,97,141,242,100,139,87
Riok3,937,874,1806,1218,1758,1159,1660,1568
Rmc1,392,332,470,369,357,576,363,573
Npc1,552,692,1507,770,929,800,971,932
Ankrd29,27,22,97,262,86,60,69,149
Lama3,17,20,131,32,188,51,15,28
Ttc39c,157,93,268,249,151,62,400,368
Cabyr,7,3,1,6,5,0,0,2
Osbpl1a,738,573,527,592,782,368,507,627
Impact,1552,1648,1567,1791,1272,1506,1587,3003
Hrh4,0,0,0,0,1,0,0,0
Zfp521,438,403,459,1424,850,236,527,767
Ss18,2006,2278,1986,2345,2809,2469,1620,2720
Psma8,0,0,0,0,0,0,3,0
Taf4b,703,647,209,350,716,787,252,613
Kctd1,229,197,260,487,205,138,122,143
Aqp4,0,4,0,0,0,0,0,0
Chst9,0,0,0,0,0,0,0,0
Cdh2,91,51,1680,1698,639,482,1231,2657
Dsc3,0,3,0,0,2,0,0,0
Dsc2,7,31,59,9,35,1,6,6
Dsc1,0,0,0,0,0,0,0,0
Dsg1c,0,0,0,0,0,0,0,0
Dsg1a,0,0,0,0,0,0,0,0
Dsg1b,0,5,0,0,0,0,0,0
Dsg4,0,1,0,0,0,0,0,0
Dsg3,0,0,8,0,7,0,0,2
Dsg2,7,5,20,2,84,0,2,0
Ttr,0,0,0,0,0,0,0,0
B4galt6,413,464,1129,1357,1202,936,1042,1351
Trappc8,1092,1160,1447,1122,1476,1636,1342,1770
Rnf125,161,104,234,192,220,113,167,173
Rnf138,419,521,339,377,585,524,388,610
Mep1b,0,0,0,0,1,0,0,0
Garem1,242,305,279,220,1113,996,344,458
Klhl14,0,0,0,0,0,0,0,0
4930426D05Rik,0,0,0,0,0,0,0,0
Ccdc178,0,0,0,0,0,0,0,0
Asxl3,3,1,40,85,148,23,19,44
Nol4,0,0,10,2,5,0,40,187
Dtna,42,33,296,15,113,25,91,110
Mapre2,741,1069,1145,935,1129,1140,875,1537
Zscan30,61,31,41,49,77,53,26,52
Zfp397,559,460,375,601,726,581,449,582
Zfp35,381,351,340,319,501,485,289,391
Zfp24,1049,1154,704,1204,1484,1049,716,1081
Ino80c,340,337,353,282,353,378,349,490
Galnt1,1605,2101,3376,2277,2314,2593,2447,3347
Gm32436,0,0,1,0,4,0,0,0
2700062C07Rik,93,78,95,107,123,96,107,97
Rprd1a,738,936,743,1086,1422,808,784,1123
Slc39a6,1160,1633,2842,1986,2018,2310,2463,3111
Elp2,2555,2614,1825,3243,2980,3183,2073,3489
Mocos,67,20,110,10,61,30,62,41
Fhod3,89,24,110,31,70,27,66,60
Tpgs2,181,219,352,321,176,321,268,466
AW554918,171,216,192,270,282,279,160,376
Celf4,23,39,133,91,125,79,152,165
Pik3c3,737,715,592,895,821,734,479,677
Rit2,0,0,0,0,0,0,0,0
Syt4,0,2,10,25,1616,14,2,1
Slc25a46,959,1031,1210,1078,1530,1312,979,1290
Sap130,974,1250,1250,1667,1197,1611,1170,1628
Ammecr1l,891,993,1046,1037,1271,967,952,907
Polr2d,745,782,694,897,762,851,701,934
Wdr33,1636,1733,1203,1827,2004,2213,1364,2236
Sft2d3,153,138,112,168,147,101,99,108
Lims2,51,7,1796,23,164,9,187,51
Gpr17,2,0,34,18,3,0,4,1
Myo7b,1,0,4,11,0,2,0,0
Iws1,1133,1227,1043,1208,1433,1621,1125,1774
Proc,0,3,0,2,0,0,0,0
Map3k2,557,600,861,622,632,858,658,1215
Ercc3,849,1029,1073,995,1164,1553,1162,1634
Bin1,944,1097,2911,1428,1993,2356,3056,2972
Tex51,2,0,1,0,6,0,0,0
Gypc,470,336,789,425,894,692,1049,736
Tslp,8,0,34,4,17,4,13,16
Wdr36,2071,2302,2221,2099,2355,4405,2300,4403
Camk4,138,93,16,23,20,22,32,29
Stard4,1166,1543,1161,1383,1205,889,1464,2137
Nrep,323,354,557,426,543,63,469,231
Epb41l4a,20,7,16,9,53,25,48,150
Apc,2394,3036,2038,2033,1872,2268,1506,2467
Srp19,967,1039,784,843,1299,1102,837,1135
Reep5,2727,2563,2337,693,2060,1191,1515,823
Pkd2l2,4,10,1,0,5,8,2,4
Fam13b,317,400,875,520,604,886,593,1034
Wnt8a,0,0,0,0,0,0,0,0
Nme5,7,10,3,22,24,3,14,14
Brd8dc,1,4,14,5,5,7,2,9
Brd8,1484,1706,1233,2229,1553,1586,1241,1880
Kif20a,656,944,841,1157,911,1382,1028,1735
Cdc23,1493,1951,1279,2115,2164,1729,1429,1843
Gfra3,6,3,0,0,0,0,10,0
Cdc25c,300,411,301,545,400,506,353,462
Fam53c,1721,1943,1489,1843,1922,1722,1628,2039
Gm3561,8,5,3,10,2,4,2,2
Kdm3b,1373,1647,1433,1930,1729,1703,1311,1853
Reep2,12,1,14,12,16,11,13,8
Egr1,896,2092,2868,2693,6359,1388,1273,2040
Etf1,4346,5894,5601,5045,7623,10052,5989,10792
Hspa9,13888,18641,10364,12437,25345,20437,16793,24945
Gm46617,5,5,3,3,2,2,1,7
Ctnna1,4094,4625,7987,4820,4901,6301,5536,7682
Lrrtm2,7,4,6,9,8,1,6,15
Sil1,361,417,490,410,815,410,461,629
Matr3,5068,5951,4712,7577,6945,7271,4511,7637
Paip2,2702,2568,1427,2163,2716,1780,1734,2132
Slc23a1,21,17,4,27,7,10,10,9
Mzb1,0,0,0,0,2,0,0,0
Prob1,46,88,24,33,29,20,24,30
Spata24,106,139,88,135,223,78,121,117
Dnajc18,358,381,677,676,516,405,377,352
Ecscr,358,199,734,5,154,9,335,39
Smim33,12,7,0,0,1,0,2,0
Sting1,605,477,1113,194,1062,652,844,663
Ube2d2a,2307,2609,3053,2605,3870,3552,3016,4180
Cxxc5,687,828,816,1122,724,707,609,617
Psd2,367,199,8,1,9,3,2,5
Nrg2,10,20,4,4,15,2,3,7
Pura,1321,1687,1487,1185,1402,1537,1111,1699
Igip,0,0,0,0,0,0,0,0
Cystm1,22,23,74,4,86,90,34,35
Pfdn1,743,728,755,719,1008,1069,684,982
Hbegf,73,137,598,159,294,479,210,459
Slc4a9,0,0,2,2,0,0,0,2
Ankhd1,1620,1819,1391,1874,1891,1837,1366,2269
Eif4ebp3,111,116,77,100,122,103,84,145
Sra1,533,550,988,689,962,871,811,768
Apbb3,265,246,289,347,304,241,244,268
Slc35a4,2332,3027,2091,2858,2207,3417,1993,3156
E230025N22Rik,1,3,3,5,10,1,6,7
Cd14,113,33,302,92,241,305,199,225
Tmco6,236,184,143,251,383,152,190,221
Ndufa2,1034,1114,744,1177,1237,1032,889,1158
Ik,1937,2064,1700,2513,2307,2520,1721,2404
Wdr55,948,1059,697,836,1179,1523,657,1349
Dnd1,53,42,9,20,26,17,15,45
Hars1,1976,2136,2066,2437,2687,3385,2240,3265
Hars2,514,558,445,683,618,582,418,585
Zmat2,988,1163,928,1599,1255,1166,1041,1230
Pcdha1,0,0,6,0,0,0,1,0
Pcdha2,0,0,0,5,0,0,0,0
Pcdha3,0,0,1,1,0,0,0,0
Pcdha4b,0,0,0,0,0,0,0,0
Pcdha4,0,0,0,0,0,0,0,0
Pcdha5,0,0,10,0,3,3,0,0
Pcdha6,0,0,0,0,0,0,0,0
Gm38666,0,0,0,0,0,0,0,0
Gm38667,0,0,0,0,0,0,0,0
Pcdha7,0,0,0,0,0,0,0,0
Pcdha8,0,0,8,2,5,0,0,0
Pcdha9,0,0,8,0,1,0,0,3
Pcdha10,0,0,12,1,1,0,1,0
Pcdha11,0,0,0,0,0,0,0,0
Pcdha12,0,0,5,0,8,0,0,0
Pcdhac1,0,0,0,0,0,0,0,0
Pcdhac2,0,0,7,62,4,1,0,2
Pcdhb1,0,0,0,0,0,0,0,0
Pcdhb2,0,0,42,8,4,0,2,0
Pcdhb3,2,0,43,11,2,0,0,4
Pcdhb4,1,1,18,9,5,2,5,0
Pcdhb5,17,6,64,21,27,12,21,5
Pcdhb6,0,2,6,2,1,0,4,0
Pcdhb7,0,0,62,18,18,10,3,2
Pcdhb8,0,0,3,1,1,0,0,0
Pcdhb9,1,0,52,4,12,0,9,1
Pcdhb10,2,1,3,16,3,0,1,0
Pcdhb11,6,5,27,14,3,0,3,2
Pcdhb12,22,10,17,19,1,0,1,0
Pcdhb13,0,0,15,11,1,0,7,0
Pcdhb14,58,21,73,46,21,1,24,2
Pcdhb15,61,43,31,16,22,18,28,6
Pcdhb16,171,88,138,79,69,11,110,76
Pcdhb17,154,80,222,75,96,13,96,80
Pcdhb18,74,44,42,24,27,6,22,8
Pcdhb19,44,15,60,32,13,0,38,24
Pcdhb20,50,34,47,32,25,6,25,11
Pcdhb21,23,10,25,25,21,6,20,16
Pcdhb22,171,140,113,65,66,11,50,58
Slc25a2,15,2,0,0,3,2,0,0
Taf7,208,225,68,83,69,95,80,115
Pcdhga1,24,10,34,44,13,1,27,56
Pcdhga2,11,10,51,6,35,3,17,7
Pcdhga3,29,55,88,16,19,3,48,39
Pcdhgb1,97,124,62,11,94,50,27,44
Pcdhga4,48,16,104,75,38,3,29,23
Pcdhgb2,32,30,192,287,44,15,184,135
Pcdhga5,17,15,87,33,44,10,80,46
Pcdhga6,17,37,43,1,8,0,64,47
Pcdhga7,62,79,117,272,112,70,94,102
Pcdhgb4,49,56,80,4,14,6,94,129
Pcdhga8,16,9,67,0,23,1,22,5
Pcdhgb5,6,10,55,13,29,5,25,17
Pcdhga9,61,36,49,13,27,20,36,21
Pcdhgb6,138,86,246,15,45,10,132,114
Pcdhga10,144,165,234,5,43,1,82,44
Pcdhgb7,30,9,110,160,58,8,95,43
Pcdhga11,170,214,124,19,45,1,35,35
Pcdhgb8,8,2,25,4,4,0,13,32
Pcdhga12,25,6,45,10,9,0,30,26
Pcdhgc3,516,640,1143,1164,1124,930,1272,1281
Pcdhgc4,29,35,37,24,4,13,32,26
Pcdhgc5,31,22,165,5,62,2,89,41
Diaph1,981,1124,1860,1321,1264,2147,1523,2376
Hdac3,1853,1986,1428,2042,1989,2002,1699,2292
Rell2,37,10,17,29,31,17,5,13
Fchsd1,70,62,133,175,93,73,112,130
Arap3,56,38,269,1,69,68,66,36
Pcdh1,22,1,689,72,162,6,253,71
LOC118568354,25,22,10,20,11,32,14,35
Dele1,834,903,711,1042,983,756,594,929
Pcdh12,0,1,52,0,13,0,8,1
Rnf14,1097,938,1789,1334,1696,1447,1509,1674
Gnpda1,239,248,443,447,508,387,569,645
Ndfip1,1449,1378,2283,1597,2306,1507,1884,1946
Spry4,22,30,278,6,213,91,184,443
Arhgap26,104,128,119,32,78,57,76,80
Gm19774,15,23,8,15,17,24,25,14
Fgf1,79,65,16,3,17,1,4,1
Gm5820,0,0,2,0,3,1,2,5
Nr3c1,886,1158,1428,1126,998,1311,1088,1870
Pabpc2,0,0,0,0,0,0,0,0
Yipf5,971,973,1592,1122,1440,860,1443,1048
Kctd16,0,0,0,2,1,0,0,0
Prelid2,21,48,67,55,77,15,144,50
Grxcr2,0,0,0,0,0,0,0,0
Sh3rf2,355,712,7,4,3,5,3,2
Plac8l1,0,0,0,0,1,0,0,0
Lars1,4228,4600,2510,3621,7304,5060,4046,4793
Rbm27,1177,1530,1180,1249,1152,1998,949,1833
Pou4f3,0,0,0,1,0,0,0,0
Tcerg1,2434,3202,1901,3261,3083,4055,2449,4243
Gpr151,3,4,6,5,1,1,0,1
Ppp2r2b,1,0,9,59,9,0,1,6
Stk32a,0,13,47,48,95,37,5,7
Dpysl3,644,318,7119,1584,3895,3092,6983,10372
Gm3650,109,110,144,164,213,88,88,192
Eif3j2,1146,1309,1326,1513,1724,2051,1536,2504
Jakmip2,24,26,24,17,5,1,1,1
Spink1,0,0,0,0,0,0,0,0
Scgb3a2,0,0,0,0,0,0,0,0
Gm94,0,0,0,0,0,0,0,0
Spink5,0,1,1,2,1,0,1,0
Spink14,0,2,0,0,0,0,0,0
Spink6,0,3,1,0,0,0,0,0
Spink12,0,0,0,0,0,0,0,0
Marcol,0,0,0,0,0,0,0,0
Gm10267,0,0,0,0,0,0,0,0
Spinkl,0,0,0,0,0,0,0,0
Spink11,0,0,0,0,0,0,0,0
Npy6r,0,0,4,0,7,0,0,0
Myot,2,1,4,0,0,2,0,0
Dcp2,1576,1981,952,1825,1215,1429,972,1548
Mcc,517,526,486,779,1303,1517,286,741
Ythdc2,347,495,435,514,470,652,296,608
Kcnn2,0,0,3,9,0,0,1,0
Trim36,6,20,25,41,19,14,20,28
Pggt1b,885,900,809,978,972,865,712,997
Ccdc112,132,199,132,195,205,157,135,185
Fem1c,447,537,660,528,565,735,570,733
Ticam2,7,4,3,3,1,0,5,1
Tmed7,2781,3430,4413,3575,3936,4065,3751,4424
Eif1a,2505,3028,3811,3038,4907,3986,3351,4321
Cdo1,79,9,1417,945,116,23,60,36
Atg12,534,529,700,599,858,583,646,731
Ap3s1,670,732,1357,966,1321,933,1466,1462
Lvrn,22,5,82,8,29,22,39,32
Arl14epl,0,0,5,0,4,1,4,5
Commd10,347,335,643,431,655,374,523,511
Sema6a,654,531,703,85,384,211,145,52
Eno1b,8589,11703,10933,12388,14856,14653,15906,20134
Dtwd2,128,122,54,87,68,123,46,154
Dmxl1,1004,1044,1045,1123,1077,1091,993,1601
Tnfaip8,394,451,228,249,327,87,259,277
Hsd17b4,1239,1341,1329,1458,1775,1459,1317,1550
Fam170a,0,0,0,0,0,0,0,0
Pudp,0,0,0,0,0,0,0,0
Prr16,4,2,28,14,35,11,143,85
Ftmt,0,0,0,0,0,0,0,0
Srfbp1,414,527,438,651,807,796,579,858
Lox,3484,863,55835,73861,20004,2420,33864,13869
Zfp474,0,0,0,19,1,1,3,9
1700034E13Rik,0,0,5,1,0,0,6,0
Gykl1,1,0,0,0,0,0,0,0
Sncaip,55,32,104,681,287,94,23,21
Gm50457,0,0,0,0,0,0,0,0
Snx2,1268,1279,1490,1473,1807,1614,1846,2152
Snx24,510,442,578,315,651,352,767,755
Ppic,3087,2894,3020,4069,4423,2762,3543,3756
Prdm6,47,12,210,395,214,397,63,300
Cep120,533,630,696,543,573,552,573,669
Csnk1g3,865,1021,1013,1181,1373,1207,1086,1487
Zfp608,268,357,253,318,316,114,304,261
Gramd2b,137,239,212,202,218,150,193,123
Aldh7a1,1298,1695,1487,2286,2556,1805,1734,2069
Phax,952,1035,731,990,1262,1304,831,1324
Spmip10,1,0,0,0,0,0,0,0
Lmnb1,3229,5017,2403,4312,3382,3968,3203,4968
Marchf3,62,52,241,100,90,45,108,50
C330018D20Rik,204,237,181,229,258,175,145,189
Megf10,11,14,238,50,64,48,109,653
Prrc1,878,1007,2050,1514,1517,534,1795,859
Ctxn3,3,0,2,21,2,0,2,1
Ccdc192,0,0,0,2,0,0,0,2
Gm35751,0,0,0,0,0,0,2,0
Slc12a2,1267,1498,955,2816,2033,2136,937,2548
Fbn2,781,961,1098,8742,508,128,2032,2023
Slc27a6,8,3,10,41,49,3,5,6
Isoc1,1933,1990,871,1579,1856,1037,1234,1409
Adamts19,2,14,0,0,13,2,0,0
Minar2,16,48,0,0,4,0,0,0
Chsy3,27,23,258,33,55,23,65,28
Iigp1c,237,1,1,0,9,0,14,7
Gm4841,151,2,1,6,0,1,0,1
F830016B08Rik,432,3,0,7,11,0,8,4
Iigp1,1475,12,14,66,53,8,50,12
Smim3,228,95,415,191,282,151,849,296
Dctn4,1109,1121,1247,1478,1653,1414,1310,1570
Rbm22,1534,1630,1031,1464,1583,2038,1278,1942
Myoz3,8,2,0,0,1,0,1,0
Synpo,4707,4381,4652,876,2306,532,1498,430
Ndst1,4948,6277,3682,3636,3851,3422,3929,4655
Rps14,17805,13721,10237,15202,29359,16897,13836,17226
Cd74,1739,39,9,5,24,5,5,11
Tcof1,3598,4558,2964,4533,5419,6081,3763,6866
Arsi,258,13,272,241,160,20,188,27
Camk2a,7,12,51,16,29,1,25,2
Slc6a7,8,6,1,8,3,0,1,1
Cdx1,0,1,0,0,1,0,2,0
Gm52351,0,0,0,0,0,0,0,0
Pdgfrb,4207,3197,11945,4560,4908,1174,8131,5035
Csf1r,72,1,287,26,21,8,90,33
Hmgxb3,923,1122,1203,1085,1453,1444,1026,1599
Gm50614,0,0,0,0,0,1,0,0
Slc26a2,237,397,311,681,322,252,239,247
Pde6a,1,6,0,3,0,1,0,3
Ppargc1b,190,259,86,84,191,176,94,150
Arhgef37,0,7,4,4,21,3,0,5
Csnk1a1,5290,6400,7996,6956,10032,8075,8459,9673
Il17b,47,48,1,59,0,0,0,0
Pcyox1l,546,649,632,757,576,538,581,918
Grpel2,520,484,348,380,797,649,485,665
Afap1l1,347,258,133,18,490,37,20,15
Ablim3,90,70,34,10,8,1,3,0
Sh3tc2,481,501,49,45,459,64,12,14
Adrb2,8,13,47,11,93,187,6,10
Gm9949,0,4,19,0,12,4,11,13
Htr4,0,0,3,6,3,6,2,3
Fbxo38,1187,1254,1315,1392,1642,1528,1331,1600
Spink10,3,8,8,7,20,5,18,40
Spink7,0,0,0,0,0,1,0,0
Spink13,0,1,0,0,1,2,0,0
Apcdd1,413,378,324,558,139,201,155,240
Napg,555,512,666,655,910,631,518,635
Piezo2,60,41,1245,692,346,155,796,569
Txnl1,2277,2581,2458,2241,2434,3261,2471,4365
Wdr7,350,428,649,664,611,620,523,552
St8sia3,0,0,1,0,0,0,0,0
Onecut2,18,19,19,87,29,8,16,12
Fech,690,966,1122,1341,1090,953,1162,1374
Nars1,6914,8560,8396,5790,17439,9762,9242,10604
Atp8b1,79,31,1752,144,755,78,447,94
Nedd4l,481,541,898,780,827,427,771,888
Alpk2,78,38,28,2,27,77,0,0
Malt1,300,321,195,169,303,224,154,236
Zfp532,705,498,573,688,673,313,745,837
Oacyl,6,18,44,8,4,2,22,11
Sec11c,319,244,270,219,284,245,174,202
Grp,0,0,0,0,0,0,0,0
Rax,5,1,1,3,0,0,2,1
Cplx4,0,0,0,0,0,0,0,0
Lman1,3702,4148,4754,4287,4708,3607,4201,4085
Ccbe1,62,7,1204,49,399,36,1048,526
Pmaip1,37,20,151,15,204,41,94,75
Mc4r,11,3,0,0,0,0,0,0
Gnal,7,5,9,20,32,11,5,15
Chmp1b,519,597,690,591,691,465,541,591
Mppe1,71,79,144,117,112,70,143,91
Impa2,590,580,297,717,924,635,455,665
Cidea,4,1,0,0,0,4,2,0
Tubb6,4049,3892,11781,2900,6447,10593,8865,8358
Afg3l2,1636,1909,1485,1682,2538,2708,1853,2564
Prelid3a,119,132,56,150,362,218,69,214
Spire1,1295,1583,1362,1495,2527,2639,1107,2552
Gm17669,6,10,1,2,1,4,1,3
Cep76,571,728,630,608,779,802,732,1224
Psmg2,817,827,493,853,859,939,548,846
Ptpn2,793,912,502,764,1251,1053,678,1165
Seh1l,2279,2787,1731,2157,3281,3748,2417,4116
Cep192,1362,1676,1334,1792,1697,2117,1495,2431
Ldlrad4,433,367,650,242,404,232,430,303
Fam210a,1126,1338,925,1373,1416,1270,1105,1893
Rnmt,1447,1675,730,1201,1918,1801,1103,1548
Mc5r,0,2,6,0,4,3,7,14
Mc2r,0,2,4,0,0,0,2,0
Tcf4,2289,2594,2902,9375,5794,5280,2194,2755
Ccdc68,17,13,92,0,96,21,146,18
Rab27b,40,65,75,44,39,30,67,99
Dynap,3,9,9,0,0,0,6,106
Dynapl1,0,0,0,0,0,0,0,0
4930503L19Rik,454,548,588,624,763,808,555,1020
Stard6,57,61,36,86,50,30,46,104
Poli,223,200,96,242,415,145,123,244
Mbd2,1148,1273,1836,1431,1981,1577,1493,1795
Dcc,0,0,1,0,1,0,0,0
Mex3c,933,964,1511,821,1542,1754,1676,2875
Smad4,2158,2656,2335,2766,3307,2601,2562,3437
Elac1,148,164,235,307,286,220,125,134
Me2,1637,2211,1801,2173,2133,3032,2704,3932
Mro,9,5,3,0,9,0,0,1
Mapk4,0,3,33,0,5,1,14,0
Ska1,224,286,234,338,247,274,223,475
Cxxc1,1594,1502,1400,1570,1635,2056,1227,1891
Mbd1,918,860,1068,907,1491,1024,1178,1133
Cfap53,3,0,0,3,0,0,1,4
Myo5b,9,3,16,48,115,11,9,0
Acaa2,675,743,741,980,1563,1016,1050,1167
Lipg,57,18,277,37,675,320,385,340
Rpl17,11413,11328,9265,15189,20079,13576,11472,13668
BC031181,700,640,1328,705,721,632,735,824
Dym,670,677,788,746,1077,792,795,909
Smad7,291,602,956,379,341,703,373,953
Ctif,462,443,938,597,543,403,751,655
Zbtb7c,652,302,131,159,12,14,26,26
Smad2,1123,1185,1183,1182,1129,1224,1222,2103
Skor2,0,4,0,2,0,0,0,0
Ier3ip1,519,538,732,596,673,577,683,652
Hdhd2,678,804,475,650,968,773,602,824
Katnal2,58,81,27,183,85,36,57,106
Pias2,1316,1572,1680,1657,2269,1720,1457,2256
St8sia5,0,0,2,2,150,0,2,2
Loxhd1,0,5,2,0,0,0,1,0
Ark2c,7,2,76,60,22,0,92,54
Ark2n,552,596,684,479,773,871,557,969
Haus1,562,563,413,771,802,709,415,696
Atp5f1a,15322,19096,12974,19841,20123,23263,15526,22076
Pstpip2,45,16,15,25,27,14,32,11
Epg5,468,471,629,460,775,755,515,660
Siglec15,3,7,1,0,4,7,0,1
Slc14a1,23,2,108,15,151,41,1,19
Slc14a2,0,2,12,11,0,6,0,0
Setbp1,321,342,863,2023,658,622,967,940
Gm36627,0,0,0,3,0,2,0,1
Gm36718,2,1,0,2,0,9,1,0
Pard6g,339,377,512,437,411,315,575,552
Adnp2,985,1165,825,1112,1542,1206,957,1218
Gm46629,0,0,1,0,0,3,1,0
Rbfa,321,282,311,373,405,525,290,491
Txnl4a,695,821,589,836,1010,1122,710,1382
Naa12,0,0,0,0,0,0,0,0
Hsbp1l1,5,2,40,3,22,9,2,11
Slc66a2,186,188,847,279,639,651,448,478
Kcng2,1,8,11,1,3,1,2,0
Ctdp1,937,1044,1053,782,1250,1908,1161,2185
Nfatc1,2317,2713,648,927,321,292,278,433
Atp9b,831,815,1078,1170,1073,1086,838,1069
Sall3,8,12,3,6,3,6,0,1
Galr1,0,0,0,0,0,0,0,0
Mbp,359,294,255,150,2003,1023,110,67
Zfp236,794,869,778,1193,944,938,739,1369
Zfp516,919,1162,1064,2417,2114,1560,1344,1971
Tshz1,811,652,2227,5999,3581,3380,1827,2026
Ptgr3,1055,1058,1678,2528,2593,1818,1768,1711
Zfp407,399,574,482,525,451,635,392,713
Cndp1,0,1,0,0,0,0,0,0
Cndp2,848,854,1542,587,1209,1565,1179,1310
Dipk1c,2,21,0,4,79,11,4,5
Gm17266,0,0,0,0,0,0,0,0
Cyb5a,522,432,910,421,645,354,722,593
Fbxo15,6,12,3,8,8,3,0,3
Timm21,590,530,329,486,661,574,385,563
Neto1,0,0,56,0,24,1,7,0
Cbln2,1,3,0,0,0,0,1,0
Socs6,538,659,733,691,829,940,768,1152
Rttn,415,455,285,581,491,524,371,551
Cd226,0,0,0,0,0,0,0,0
Dok6,12,12,49,17,24,6,33,9
Tmx3,1247,1695,2050,2368,2081,2057,1973,2431
Gm45871,98,63,53,97,143,37,56,99
Ighmbp2,345,299,300,445,583,382,411,541
Mrpl21,770,788,512,857,951,1023,579,857
Cpt1a,424,475,1490,578,1135,786,1606,1332
Tesmin,12,5,8,16,5,2,24,7
Gal,194,178,4,2,9,84,1,0
Ppp6r3,2492,3129,2353,3262,2876,3354,2027,3141
Lrp5,2256,2597,1739,1874,1950,2113,2067,2603
1810055G02Rik,1035,985,1376,904,1051,1174,1155,1413
Kmt5b,964,873,642,904,808,654,768,843
Chka,593,610,480,455,1194,983,764,927
Tcirg1,2146,1039,1341,835,1571,912,1962,2153
Ndufs8,1127,1109,852,1152,1302,992,1029,1292
Aldh3b1,251,144,87,56,72,17,72,93
Unc93b1,910,510,417,127,644,167,566,324
Aldh3b3,5,14,0,1,0,0,3,0
Aldh3b2,107,155,1,0,19,0,0,0
Acy3,37,31,76,33,49,16,32,12
Tbx10,0,0,1,0,0,1,0,0
Nudt8,247,183,202,266,373,213,157,253
Doc2g,115,68,67,75,123,47,57,172
Ndufv1,2764,2643,1682,2685,3271,2738,2022,2903
Gstp1,5450,5189,3207,3512,8264,4457,3683,4933
Gstp2,2371,1996,643,902,1703,1032,852,1166
Gstp3,5,2,1,0,2,1,0,1
Cabp2,0,0,0,0,0,0,0,0
Cdk2ap2,536,386,561,400,777,847,684,569
Pitpnm1,518,559,1077,867,1236,1069,876,1397
Aip,1353,1340,1052,1114,1204,983,1256,1469
Tmem134,582,419,740,656,700,559,684,666
Cabp4,5,2,1,4,0,1,4,0
Gpr152,0,0,0,0,0,1,0,0
